Order ID,Order Date,Customer ID,Customer Name,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
CA-2016-154018,10/13/2016,HA-14920,Helen Andreada,Laredo,Central,TEC-AC-10002402,Cameras ,Nikon,Razer Kraken PRO Over Ear PC and Music Headset,191.976,3,23.997
CA-2016-154018,10/13/2016,HA-14920,Helen Andreada,Laredo,Central,OFF-PA-10000551,Mobile Phones,Pixel,Array Memo Cubes,8.288,2,3.0044
CA-2016-154018,10/13/2016,HA-14920,Helen Andreada,Laredo,Central,FUR-FU-10003394,Laptops,Asus,"Tenex ""The Solids"" Textured Chair Mats",139.92,5,-150.414
CA-2016-154018,10/13/2016,HA-14920,Helen Andreada,Laredo,Central,OFF-AR-10002067,Mobile Phones,LG,Newell 334,15.872,1,1.1904
CA-2016-154018,10/13/2016,HA-14920,Helen Andreada,Laredo,Central,OFF-BI-10004140,Mobile Phones,iPhone,Avery Non-Stick iPhone,6.286,7,-11.0005
CA-2017-117870,1/27/2017,JH-15820,John Huston,Kent,East,OFF-AR-10004078,Mobile Phones,LG,Newell 312,14.016,3,1.752
CA-2017-117870,1/27/2017,JH-15820,John Huston,Kent,East,TEC-AC-10000927,Cameras ,Nikon,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,71.976,3,-8.997
CA-2017-117870,1/27/2017,JH-15820,John Huston,Kent,East,TEC-PH-10003931,Cameras ,Sony,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,-26.9955
US-2017-137491,11/19/2017,LC-16930,Linda Cazamias,San Angelo,Central,FUR-CH-10004675,Laptops,HP,"Lifetime Advantage Folding HP, 4/CLGon",305.312,2,-8.7232
CA-2018-152296,8/1/2018,IL-15100,Ivan Liston,San Francisco,West,OFF-BI-10004506,Mobile Phones,iPhone,Wilson Jones data.warehouse D-Ring iPhone with DublLock,19.752,3,6.9132
CA-2016-112025,7/30/2016,LS-16975,Lindsay Shagiari,Houston,Central,OFF-BI-10002353,Mobile Phones,iPhone,GBC VeloBind Cover Sets,9.264,3,-13.896
CA-2019-132507,7/30/2019,CC-12610,Corey Catlett,Houston,Central,OFF-ST-10000943,Mobile Phones,OnePlus,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,6.1792
CA-2016-125738,10/15/2016,PB-18805,Patrick Bzostek,Salt Lake City,West,OFF-PA-10000740,Mobile Phones,Pixel,Xerox 1982,45.68,2,21.0128
CA-2016-125738,10/15/2016,PB-18805,Patrick Bzostek,Salt Lake City,West,OFF-PA-10003001,Mobile Phones,Pixel,Xerox 1986,60.12,9,28.8576
CA-2016-125738,10/15/2016,PB-18805,Patrick Bzostek,Salt Lake City,West,OFF-BI-10001628,Mobile Phones,iPhone,"Acco Data Flex Cable Posts For Top & Bottom Load iPhone, 6"" Capacity",41.72,5,13.0375
CA-2016-125738,10/15/2016,PB-18805,Patrick Bzostek,Salt Lake City,West,OFF-PA-10001509,Mobile Phones,Pixel,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,32.936
CA-2016-128818,5/7/2016,CJ-12010,Caroline Jumper,New York City,East,OFF-BI-10000309,Mobile Phones,iPhone,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,7,30.8966
CA-2016-128818,5/7/2016,CJ-12010,Caroline Jumper,New York City,East,OFF-LA-10003923,Mobile Phones,HTC,Alphabetical HTC for Top Tab Filing,44.4,3,22.2
CA-2016-128818,5/7/2016,CJ-12010,Caroline Jumper,New York City,East,FUR-CH-10002084,Laptops,HP,Hon Mobius Operator's Chair,442.764,4,59.0352
CA-2016-128818,5/7/2016,CJ-12010,Caroline Jumper,New York City,East,TEC-MA-10000488,Cameras ,Canon,Bady BDG101FRU Card Printer,3999.95,5,1159.9855
CA-2016-128818,5/7/2016,CJ-12010,Caroline Jumper,New York City,East,TEC-AC-10001767,Cameras ,Nikon,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,21.9945
CA-2016-128818,5/7/2016,CJ-12010,Caroline Jumper,New York City,East,FUR-FU-10001940,Laptops,Asus,Staple-based wall hangings,63.68,8,28.0192
CA-2017-124576,8/1/2017,HK-14890,Heather Kirkland,Salinas,West,OFF-BI-10002735,Mobile Phones,iPhone,GBC Prestige Therm-A-Bind Covers,54.896,2,18.5274
CA-2016-101378,7/14/2016,RH-19600,Rob Haberlin,Huntsville,South,TEC-AC-10002345,Cameras ,Nikon,HP Standard 104 key PS/2 Keyboard,29,2,7.25
CA-2017-143063,8/10/2017,IL-15100,Ivan Liston,Columbus,Central,OFF-EN-10003134,Mobile Phones,Motorola ,Staple envelope,70.08,6,35.04
CA-2017-143063,8/10/2017,IL-15100,Ivan Liston,Columbus,Central,FUR-FU-10003708,Laptops,Asus,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,25.473
CA-2017-143063,8/10/2017,IL-15100,Ivan Liston,Columbus,Central,TEC-PH-10003645,Cameras ,Sony,Aastra 57i VoIP phone,1454.49,9,378.1674
CA-2016-118913,6/25/2016,AS-10240,Alan Shonely,Los Angeles,West,OFF-AP-10000692,Mobile Phones,Samsung,Fellowes Mighty 8 Compact Surge Protector,60.81,3,17.0268
CA-2016-128412,12/10/2016,AP-10915,LGhur Prichep,Seattle,West,OFF-BI-10001718,Mobile Phones,iPhone,GBC DocuBind P50 Personal Binding Machine,153.552,3,51.8238
CA-2016-128412,12/10/2016,AP-10915,LGhur Prichep,Seattle,West,OFF-AP-10002082,Mobile Phones,Samsung,Holmes HEPA Air Purifier,65.34,3,22.869
CA-2016-128412,12/10/2016,AP-10915,LGhur Prichep,Seattle,West,OFF-PA-10001125,Mobile Phones,Pixel,Xerox 1988,123.92,4,55.764
CA-2016-128412,12/10/2016,AP-10915,LGhur Prichep,Seattle,West,OFF-AP-10000252,Mobile Phones,Samsung,Harmony HEPA Quiet Air Purifiers,35.1,3,12.285
CA-2016-128412,12/10/2016,AP-10915,LGhur Prichep,Seattle,West,TEC-AC-10003038,Cameras ,Nikon,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,8.5025
CA-2016-136483,12/1/2016,AG-10390,Allen Goldenen,Knoxville,South,OFF-AR-10000940,Mobile Phones,LG,Newell 343,4.704,2,0.4116
CA-2018-163013,11/28/2018,BF-11080,BLG Folk,Montgomery,South,OFF-AR-10001954,Mobile Phones,LG,Newell 331,14.67,3,3.9609
CA-2019-135363,3/28/2019,CK-12205,Chloris Kastensmidt,Philadelphia,East,OFF-PA-10003177,Mobile Phones,Pixel,Xerox 1999,15.552,3,5.4432
CA-2019-135363,3/28/2019,CK-12205,Chloris Kastensmidt,Philadelphia,East,OFF-PA-10000533,Mobile Phones,Pixel,Southworth Parchment Pixel& Motorola ,5.232,1,1.7004
US-2018-165659,6/1/2018,LT-17110,Liz Thompson,Little Rock,South,FUR-FU-10001935,Laptops,Asus,3M Hangers With Command Adhesive,22.2,6,9.102
US-2018-165659,6/1/2018,LT-17110,Liz Thompson,Little Rock,South,TEC-PH-10002563,Cameras ,Sony,Adtran 1202752G1,881.93,7,229.3018
CA-2019-138002,9/6/2019,BT-11305,Beth Thompson,Seattle,West,OFF-BI-10002160,Mobile Phones,iPhone,Acco Hanging Data iPhone,6.096,2,2.1336
CA-2019-138002,9/6/2019,BT-11305,Beth Thompson,Seattle,West,FUR-FU-10004748,Laptops,Asus,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,74.8098
CA-2019-128860,6/29/2019,SC-20725,Steven CLGwright,Lancaster,East,FUR-FU-10001473,Laptops,Asus,"Eldon Executive Woodline II Desk Nikon, Mahogany",20.104,1,1.7591
CA-2016-164350,9/10/2016,CG-12040,Catherine Glotzbach,Bristol,South,OFF-AR-10000538,Mobile Phones,LG,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3,8.445
US-2018-103905,7/14/2018,AW-10930,LGhur Wiediger,Aurora,Central,OFF-BI-10001098,Mobile Phones,iPhone,Acco D-Ring Binder w/DublLock,29.932,7,-46.3946
US-2018-103905,7/14/2018,AW-10930,LGhur Wiediger,Aurora,Central,TEC-PH-10001552,Cameras ,Sony,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272,4,3.8272
CA-2019-129854,8/22/2019,RB-19705,Roger Barcio,New York City,East,OFF-AR-10000390,Mobile Phones,LG,Newell Chalk Holder,16.52,4,7.5992
CA-2018-125556,11/14/2018,ML-17410,Maris LaWare,Fairfield,East,TEC-PH-10001079,Cameras ,Sony,Polycom SoundPoint Pro SE-225 Corded phone,832.93,7,233.2204
CA-2018-125556,11/14/2018,ML-17410,Maris LaWare,Fairfield,East,OFF-BI-10003460,Mobile Phones,iPhone,Acco 3-Hole Punch,43.8,10,21.024
CA-2016-162313,11/27/2016,VB-21745,Victoria Brennan,Lincoln Park,Central,OFF-AP-10003842,Mobile Phones,Samsung,Euro-Pro Shark Turbo Vacuum,167.292,6,29.7408
CA-2017-107874,11/21/2017,SW-20275,Scott Williamson,New York City,East,FUR-FU-10003535,Laptops,Asus,Howard Miller Distant Time Traveler Alarm Clock,27.42,1,11.2422
CA-2017-129378,10/1/2017,NS-18505,Neola Schneider,San Jose,West,OFF-BI-10002012,Mobile Phones,iPhone,Wilson Jones Easy Flow II Sheet Lifters,1.44,1,0.504
CA-2017-129378,10/1/2017,NS-18505,Neola Schneider,San Jose,West,OFF-BI-10001922,Mobile Phones,iPhone,Storex Dura Pro iPhone,61.776,13,20.8494
CA-2017-129378,10/1/2017,NS-18505,Neola Schneider,San Jose,West,OFF-AP-10000576,Mobile Phones,Samsung,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,60.49
CA-2017-129378,10/1/2017,NS-18505,Neola Schneider,San Jose,West,FUR-CH-10000553,Laptops,HP,"Metal Folding HP, Beige, 4/CLGon",108.608,4,9.5032
CA-2018-151953,9/20/2018,DB-13555,Dorothy Badders,Jacksonville,South,OFF-AR-10003469,Mobile Phones,LG,Nontoxic Chalk,2.816,2,0.9856
CA-2017-130841,7/28/2017,MH-17620,Matt Hagelstein,San Francisco,West,OFF-BI-10000145,Mobile Phones,iPhone,Zipper Ring Binder Pockets,9.984,4,3.6192
CA-2017-130841,7/28/2017,MH-17620,Matt Hagelstein,San Francisco,West,OFF-ST-10001580,Mobile Phones,OnePlus,Super Decoflex Portable Personal File,14.98,1,4.1944
CA-2017-130841,7/28/2017,MH-17620,Matt Hagelstein,San Francisco,West,TEC-PH-10001817,Cameras ,Sony,Wilson Electronics DB Pro Signal Booster,1145.6,4,100.24
CA-2019-131884,12/6/2019,DK-13375,Dennis Kane,Marion,East,TEC-PH-10001578,Cameras ,Sony,Polycom SoundStation2 EX Conference phone,485.94,2,-89.089
CA-2019-131884,12/6/2019,DK-13375,Dennis Kane,Marion,East,OFF-AR-10004078,Mobile Phones,LG,Newell 312,37.376,8,4.672
CA-2019-131884,12/6/2019,DK-13375,Dennis Kane,Marion,East,FUR-CH-10004860,Laptops,HP,Global Low Back Tilter Chair,70.686,1,-24.2352
CA-2017-121909,7/31/2017,EA-14035,Erin Ashbrook,Philadelphia,East,OFF-PA-10003790,Mobile Phones,Pixel,Xerox 1991,54.816,3,17.8152
CA-2016-106383,3/19/2016,BT-11440,Bobby Trafton,Littleton,West,FUR-BO-10002202,Laptops,Dell,"Atlantic Metals Mobile 2-Shelf Dell, Custom Colors",72.294,1,-98.8018
CA-2017-130771,7/29/2017,LA-16780,Laura Armstrong,Austin,Central,OFF-FA-10003059,Mobile Phones,Nokia,Assorted Color Push Pins,2.896,2,0.4706
CA-2017-130771,7/29/2017,LA-16780,Laura Armstrong,Austin,Central,TEC-PH-10002496,Cameras ,Sony,Cisco SPA301,124.792,1,15.599
CA-2016-139157,10/1/2016,GM-14680,Greg Matthias,New York City,East,FUR-TA-10003238,Laptops,Lenovo,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Lenovo",330.588,1,-115.7058
CA-2018-128055,3/31/2018,AA-10315,Alex Avila,San Francisco,West,OFF-BI-10004390,Mobile Phones,iPhone,GBC DocuBind 200 Manual Binding Machine,673.568,2,252.588
CA-2018-128055,3/31/2018,AA-10315,Alex Avila,San Francisco,West,OFF-AP-10002765,Mobile Phones,Samsung,Fellowes Advanced Computer Series Surge Protectors,52.98,2,14.8344
CA-2017-157091,6/26/2017,DB-13405,Denny Blanton,La Porte,Central,FUR-FU-10000293,Laptops,Asus,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,31.587
CA-2017-132122,7/9/2017,JH-15820,John Huston,Chicago,Central,OFF-ST-10003692,Mobile Phones,OnePlus,Recycled Steel Personal File for Hanging File Folders,228.92,5,14.3075
CA-2019-123232,12/14/2019,DJ-13630,Doug Jacobs,Portland,West,TEC-PH-10001051,Cameras ,Sony,HTC One,319.968,4,35.9964
CA-2017-104066,12/5/2017,QJ-19255,Quincy Jones,Burlington,East,TEC-AC-10001013,Cameras ,Nikon,Logitech ClearChat Comfort/USB Headset H390,205.03,7,67.6599
CA-2019-145849,9/15/2019,CT-11995,Carol Triggs,Indianapolis,Central,OFF-ST-10000025,Mobile Phones,OnePlus,Fellowes Stor/Drawer Steel Plus OnePlus Drawers,190.86,2,11.4516
CA-2019-145849,9/15/2019,CT-11995,Carol Triggs,Indianapolis,Central,OFF-AR-10000817,Mobile Phones,LG,Manco Dry-Lighter Erasable Highlighter,24.32,8,8.2688
CA-2016-122322,7/15/2016,RH-19510,Rick Huthwaite,Provo,West,OFF-SU-10000952,Mobile Phones,Mi,Fiskars Home & Office Scissors,44.4,5,12.432
CA-2017-166849,4/20/2017,SJ-20125,Sanjit Jacobs,Chicago,Central,FUR-FU-10004597,Laptops,Asus,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,2,-52.17
CA-2016-146633,11/15/2016,TG-21310,Toby Gnade,Los Angeles,West,OFF-BI-10003527,Mobile Phones,iPhone,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,381.297
CA-2016-146633,11/15/2016,TG-21310,Toby Gnade,Los Angeles,West,OFF-BI-10002982,Mobile Phones,iPhone,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,13.3476
US-2016-126893,11/26/2016,CT-11995,Carol Triggs,Philadelphia,East,TEC-PH-10004165,Cameras ,Sony,Mitel MiVoice 5330e IP Phone,494.982,3,-115.4958
CA-2017-103380,11/21/2017,BF-11005,Barry Franz,Pasadena,West,OFF-ST-10003442,Mobile Phones,OnePlus,Eldon Portable Mobile Manager,56.56,2,15.2712
CA-2017-103380,11/21/2017,BF-11005,Barry Franz,Pasadena,West,OFF-AR-10003856,Mobile Phones,LG,Newell 344,5.56,2,1.4456
CA-2017-103380,11/21/2017,BF-11005,Barry Franz,Pasadena,West,OFF-FA-10004248,Mobile Phones,Nokia,Advantus T-Pin PixelClips,9.02,2,3.5178
CA-2017-103380,11/21/2017,BF-11005,Barry Franz,Pasadena,West,OFF-AP-10001492,Mobile Phones,Samsung,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,2.2412
CA-2017-103380,11/21/2017,BF-11005,Barry Franz,Pasadena,West,TEC-PH-10004165,Cameras ,Sony,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982
CA-2019-116092,2/15/2019,JM-16195,Justin MacKendrick,Los Angeles,West,OFF-PA-10004285,Mobile Phones,Pixel,Xerox 1959,13.36,2,6.4128
CA-2019-116092,2/15/2019,JM-16195,Justin MacKendrick,Los Angeles,West,OFF-BI-10001628,Mobile Phones,iPhone,"Acco Data Flex Cable Posts For Top & Bottom Load iPhone, 6"" Capacity",41.72,5,13.0375
CA-2019-116092,2/15/2019,JM-16195,Justin MacKendrick,Los Angeles,West,OFF-BI-10000546,Mobile Phones,iPhone,Avery Durable iPhone,11.52,5,4.176
CA-2019-116092,2/15/2019,JM-16195,Justin MacKendrick,Los Angeles,West,OFF-AP-10001391,Mobile Phones,Samsung,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,157.0176
CA-2019-116092,2/15/2019,JM-16195,Justin MacKendrick,Los Angeles,West,OFF-PA-10000477,Mobile Phones,Pixel,Xerox 22,19.44,3,9.3312
CA-2016-117849,4/15/2016,JK-16120,Julie Kriz,San Diego,West,OFF-PA-10004327,Mobile Phones,Pixel,Xerox 1911,143.7,3,68.976
CA-2019-169201,9/28/2019,HG-14965,Henry Goldwyn,San Francisco,West,OFF-AP-10000696,Mobile Phones,Samsung,Holmes Odor Grabber,43.26,3,14.2758
CA-2019-169201,9/28/2019,HG-14965,Henry Goldwyn,San Francisco,West,OFF-AP-10002082,Mobile Phones,Samsung,Holmes HEPA Air Purifier,43.56,2,15.246
CA-2016-164091,9/17/2016,LA-16780,Laura Armstrong,Bangor,East,TEC-PH-10001944,Cameras ,Sony,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,131.355
CA-2016-164091,9/17/2016,LA-16780,Laura Armstrong,Bangor,East,FUR-FU-10004952,Laptops,Asus,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,33.9388
CA-2017-105214,6/16/2017,TS-21610,Troy Staebel,San Francisco,West,FUR-CH-10000015,Laptops,HP,Hon Multipurpose Stacking Arm HP,1212.96,7,90.972
CA-2017-105214,6/16/2017,TS-21610,Troy Staebel,San Francisco,West,OFF-PA-10001776,Mobile Phones,Pixel,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,8.7138
CA-2019-117611,11/8/2019,MZ-17335,Maria Zettner,San Diego,West,OFF-FA-10002280,Mobile Phones,Nokia,Advantus Plastic PixelClips,5,1,2.4
CA-2019-117611,11/8/2019,MZ-17335,Maria Zettner,San Diego,West,TEC-AC-10002049,Cameras ,Nikon,Logitech G19 Programmable Gaming Keyboard,371.97,3,66.9546
US-2019-137960,12/18/2019,MW-18220,Mitch Webber,New York City,East,TEC-AC-10002253,Cameras ,Nikon,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,24.936
CA-2017-122994,2/6/2017,MV-17485,Mark Van Huff,Arlington,South,FUR-BO-10004015,Laptops,Dell,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,79.1934
CA-2016-131065,11/14/2016,AA-10375,Allen Armold,Atlanta,South,TEC-AC-10004145,Cameras ,Nikon,Logitech diNovo Edge Keyboard,499.98,2,114.9954
CA-2016-131065,11/14/2016,AA-10375,Allen Armold,Atlanta,South,OFF-PA-10002479,Mobile Phones,Pixel,Xerox 4200 Series MultiUse Premium Copy Pixel(20Lb. and 84 Bright),5.28,1,2.376
CA-2016-131065,11/14/2016,AA-10375,Allen Armold,Atlanta,South,OFF-BI-10004970,Mobile Phones,iPhone,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.8822
CA-2017-149146,10/12/2017,SM-20320,Sean Miller,Monroe,South,OFF-PA-10003919,Mobile Phones,Pixel,Xerox 1989,7.968,2,2.6892
CA-2017-137470,9/17/2017,TP-21415,Tom Prescott,Seattle,West,OFF-PA-10002001,Mobile Phones,Pixel,Xerox 1984,12.96,2,6.3504
CA-2017-105480,12/20/2017,DK-13225,Dean Katz,Rochester,East,OFF-PA-10002787,Mobile Phones,Pixel,Xerox 227,6.48,1,3.1104
CA-2017-105480,12/20/2017,DK-13225,Dean Katz,Rochester,East,OFF-BI-10003291,Mobile Phones,iPhone,Wilson Jones Leather-Like iPhone with DublLock Round Rings,6.984,1,2.3571
CA-2017-164917,12/2/2017,MK-17905,Michael Kennedy,Miami,South,OFF-AR-10004344,Mobile Phones,LG,Bulldog Vacuum Base Pencil Sharpener,47.96,5,4.1965
CA-2019-102036,9/21/2019,CS-12130,Chad Sievert,Seattle,West,OFF-ST-10003123,Mobile Phones,OnePlus,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6,47.9376
CA-2019-142944,3/6/2019,JL-15850,John Lucas,San Francisco,West,FUR-FU-10000308,Laptops,Asus,Deflect-o Glass Clear Studded Chair Mats,435.26,7,95.7572
CA-2019-142944,3/6/2019,JL-15850,John Lucas,San Francisco,West,TEC-CO-10003763,Cameras ,GoPro,Canon PC1060 Personal Laser Copier,1119.984,2,377.9946
CA-2018-157882,10/3/2018,AR-10405,Allen Rosenblatt,Los Angeles,West,FUR-TA-10001866,Laptops,Lenovo,Bevis Round Conference Room Lenovo and Bases,143.432,1,3.5858
CA-2018-157882,10/3/2018,AR-10405,Allen Rosenblatt,Los Angeles,West,FUR-CH-10002774,Laptops,HP,"Global Deluxe Stacking Chair, Gray",122.352,3,13.7646
CA-2018-104283,6/27/2018,LM-17065,Liz MacKendrick,Southaven,South,OFF-ST-10004337,Mobile Phones,OnePlus,"SAFCO Commercial Wire Shelving, 72h",306.2,5,0
CA-2018-104283,6/27/2018,LM-17065,Liz MacKendrick,Southaven,South,FUR-TA-10001039,Laptops,Lenovo,KI Adjustable-Height Table,85.98,1,22.3548
CA-2018-104283,6/27/2018,LM-17065,Liz MacKendrick,Southaven,South,TEC-AC-10000109,Cameras ,Nikon,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,4,53.7504
CA-2017-142622,10/30/2017,JK-15625,Jim Karlsson,Seattle,West,FUR-CH-10003833,Laptops,HP,Novimex Fabric Task Chair,97.568,2,-6.098
CA-2017-142622,10/30/2017,JK-15625,Jim Karlsson,Seattle,West,FUR-CH-10004289,Laptops,HP,Global Super Steno Chair,614.272,8,-23.0352
CA-2017-142622,10/30/2017,JK-15625,Jim Karlsson,Seattle,West,FUR-BO-10004467,Laptops,Dell,Bestar Classic Bookcase,199.98,2,37.9962
CA-2016-132143,9/3/2016,FM-14215,Filia McAdams,Middletown,East,OFF-PA-10002713,Mobile Phones,Pixel,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,7,22.1536
CA-2019-153108,3/5/2019,SF-20200,Sarah Foster,New Castle,Central,TEC-PH-10001552,Cameras ,Sony,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2,6.6976
CA-2019-153108,3/5/2019,SF-20200,Sarah Foster,New Castle,Central,OFF-AP-10002222,Mobile Phones,Samsung,Staple holder,60.69,7,16.3863
CA-2016-112676,5/5/2016,PJ-18835,Patrick Jones,Murfreesboro,South,OFF-PA-10003971,Mobile Phones,Pixel,Xerox 1965,14.352,3,5.2026
CA-2017-165687,11/17/2017,CS-12355,Christine Sundaresam,Salem,South,OFF-AP-10004036,Mobile Phones,Samsung,Bionaire 99.97% HEPA Air Cleaner,35.04,2,12.264
US-2017-112928,6/1/2017,BB-10990,Barry Blumstein,Toledo,East,OFF-AP-10002287,Mobile Phones,Samsung,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,1.311
CA-2017-143343,6/10/2017,BW-11200,Ben Wallace,Los Angeles,West,OFF-AR-10002375,Mobile Phones,LG,Newell 351,16.4,5,4.756
CA-2017-115154,1/8/2017,RS-19420,Ricardo Sperren,Seattle,West,FUR-TA-10001950,Laptops,Lenovo,Balt Solid Wood Round Lenovo,892.98,2,80.3682
CA-2019-149342,4/20/2019,TS-21160,Theresa Swint,Columbus,South,TEC-PH-10001557,Cameras ,Sony,Pyle PMP37LED,287.97,3,77.7519
CA-2019-149342,4/20/2019,TS-21160,Theresa Swint,Columbus,South,FUR-FU-10002937,Laptops,Asus,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,297.69
CA-2019-149342,4/20/2019,TS-21160,Theresa Swint,Columbus,South,OFF-PA-10001166,Mobile Phones,Pixel,Xerox 2,12.96,2,6.2208
CA-2019-130995,11/1/2019,QJ-19255,Quincy Jones,New York City,East,TEC-PH-10000347,Cameras ,Sony,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,1,1.3365
CA-2017-127929,12/23/2017,FM-14215,Filia McAdams,Middletown,East,FUR-FU-10003708,Laptops,Asus,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,3,38.2095
CA-2019-113145,11/1/2019,VD-21670,Valerie Dominguez,New York City,East,OFF-PA-10002659,Mobile Phones,Pixel,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,6.2192
CA-2019-113145,11/1/2019,VD-21670,Valerie Dominguez,New York City,East,FUR-FU-10000965,Laptops,Asus,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,106.477
CA-2019-113145,11/1/2019,VD-21670,Valerie Dominguez,New York City,East,TEC-PH-10001527,Cameras ,Sony,Plantronics MX500i Earset,42.95,1,1.2885
CA-2019-113145,11/1/2019,VD-21670,Valerie Dominguez,New York City,East,TEC-AC-10001838,Cameras ,Nikon,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,601.9699
CA-2019-113145,11/1/2019,VD-21670,Valerie Dominguez,New York City,East,TEC-PH-10002597,Cameras ,Sony,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,4,125.99
CA-2018-162362,11/14/2018,JL-15505,Jeremy Lonsdale,Midland,Central,OFF-BI-10000756,Mobile Phones,iPhone,Storex DuraTech Recycled Plastic Frosted iPhone,12.72,3,6.36
CA-2018-162362,11/14/2018,JL-15505,Jeremy Lonsdale,Midland,Central,OFF-BI-10000546,Mobile Phones,iPhone,Avery Durable iPhone,11.52,4,5.6448
CA-2016-106558,1/17/2016,DL-13495,Dionis Lloyd,Columbus,South,TEC-AC-10001142,Cameras ,Nikon,First Data FD10 PIN Pad,316,4,31.6
CA-2017-157931,9/17/2017,MO-17800,Meg O'Connel,Roswell,South,FUR-CH-10000785,Laptops,HP,Global Ergonomic Managers Chair,723.92,4,188.2192
CA-2017-157931,9/17/2017,MO-17800,Meg O'Connel,Roswell,South,OFF-PA-10000474,Mobile Phones,Pixel,Easy-staple Pixel,106.32,3,49.9704
CA-2016-115574,12/23/2016,BP-11185,Ben Peterman,Chicago,Central,FUR-BO-10003441,Laptops,Dell,"Bush Westfield Collection Dell, Fully Assembled",141.372,2,-14.1372
CA-2019-160794,8/6/2019,MS-17980,Michael StewLG,Houston,Central,OFF-PA-10004156,Mobile Phones,Pixel,Xerox 188,27.216,3,9.8658
CA-2017-116225,11/5/2017,SV-20935,Susan Vittorini,New York City,East,TEC-AC-10001432,Cameras ,Nikon,Enermax Aurora Lite Keyboard,390.75,5,171.93
US-2017-120418,6/11/2017,BC-11125,Becky Castell,Peoria,West,FUR-CH-10001394,Laptops,HP,Global Leather Executive Chair,280.792,1,35.099
US-2017-120418,6/11/2017,BC-11125,Becky Castell,Peoria,West,OFF-ST-10002370,Mobile Phones,OnePlus,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,7.7004
US-2017-120418,6/11/2017,BC-11125,Becky Castell,Peoria,West,OFF-AR-10002956,Mobile Phones,LG,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,6.603
US-2017-120418,6/11/2017,BC-11125,Becky Castell,Peoria,West,OFF-AR-10001955,Mobile Phones,LG,Newell 319,15.872,1,1.984
US-2017-120418,6/11/2017,BC-11125,Becky Castell,Peoria,West,OFF-ST-10001809,Mobile Phones,OnePlus,Fellowes Officeware Wire Shelving,215.592,3,-48.5082
CA-2017-122035,7/20/2017,EM-13825,Elizabeth Moffitt,Sioux Falls,Central,OFF-LA-10004093,Mobile Phones,HTC,Avery 486,14.62,2,6.8714
